epoch,Train_loss,Test_loss,Train_f1_score,Train_auroc,Test_f1_score,Test_auroc
23,0.0023388261906802654,0.0026677658315747976,0.8818050775083781,0.9853407201905086,0.843278746245937,0.9437176308204087
24,0.0020871497690677643,0.0031129675917327404,0.880664341751847,0.9853379299921657,0.8464621362446451,0.9436865053697502
25,0.0020929703023284674,0.004164097364991903,0.8824850347251362,0.9853326114068849,0.8483165727258635,0.9435216771637085
26,0.0023399358615279198,0.004690282046794891,0.8823649870744497,0.9853424234977721,0.8483734753269999,0.9435545988972213
27,0.0020979412365704775,0.003448774106800556,0.8832898606627537,0.9853499040801721,0.8576063661031895,0.9431765280625581
28,0.0021069184876978397,0.00463574193418026,0.8821493749298261,0.9853516422641301,0.8587156413287071,0.9434598697435885
29,0.0018160182517021894,0.0026675667613744736,0.8831115434868262,0.985356160188949,0.8445193491465699,0.9437052279870127
30,0.0021721720695495605,0.003129728604108095,0.885451046491965,0.9853664001516552,0.8493209789581391,0.9434092176276044
31,0.002406347543001175,0.0029309228993952274,0.8827935920390948,0.9853604925566494,0.8579037683837091,0.9429130506969443
32,0.0021552080288529396,0.0032077988144010305,0.8831276968514722,0.9853623293786135,0.8448783839486632,0.9437895326552925
33,0.0026630100328475237,0.00263732741586864,0.8870263470202923,0.9853752375125451,0.8510161061884288,0.9437498094413473
34,0.0021056965924799442,0.0029387851245701313,0.8871060835235801,0.9853753371294744,0.8520016997064594,0.9435763645097369
35,0.0022208092268556356,0.005061741918325424,0.8870932355852909,0.9853730824640257,0.8566752208794589,0.9435103680581359
36,0.0020298396702855825,0.0037372680380940437,0.8829385350470922,0.9853733033164523,0.8534000448182629,0.9434232692679017
37,0.00230618380010128,0.0035418737679719925,0.8843976371119617,0.9853592989827795,0.855360241268617,0.9431517650315858
38,0.00214032968506217,0.0039910972118377686,0.8845335430763744,0.985365075108914,0.8466972173115329,0.9437573575016079
39,0.00204294896684587,0.004044723697006702,0.8857162401657157,0.9853751450779257,0.8577264652478569,0.9433519038722336
40,0.0022544749081134796,0.0030077232513576746,0.8840733064416902,0.9853626574513699,0.8364525406695482,0.9436588682693626
41,0.0018333656480535865,0.003527518128976226,0.8846543075323163,0.9853725219746726,0.8593922600392894,0.9434416614505086
42,0.0020200912840664387,0.0035671365913003683,0.8869285286187624,0.9853817729930184,0.8519284380416702,0.9436471048505657
43,0.0022726028691977262,0.002411511493846774,0.8879854745312571,0.9853833293234262,0.8467784973116215,0.9437663423881624
44,0.0022355958353728056,0.002844909206032753,0.8836289281949031,0.9853762763500512,0.8551950287359781,0.94347240830705
45,0.0019652117043733597,0.0030300819780677557,0.8891169819175322,0.9853898232085863,0.8483698690438813,0.9433988488681143
46,0.001901245559565723,0.003909960854798555,0.8863823647093657,0.9853870449613439,0.8510703165890878,0.9437856519117409
47,0.0018957107095047832,0.002530800411477685,0.8843831810384344,0.9853814761069799,0.8584298944662776,0.9435079301538073
48,0.0020721035543829203,0.0027258198242634535,0.8868353166045135,0.9853897986668365,0.8519878031582517,0.9437358823913156
49,0.00216037780046463,0.0023194507230073214,0.8868594064402913,0.9853830490250616,0.8358083430074716,0.943835014990881
50,0.002245818730443716,0.002747792750597,0.8905021357382941,0.9853912899855966,0.8539487720309094,0.9436449445583881
51,0.001876270049251616,0.003786529880017042,0.8855259014002813,0.9853821054591222,0.8521484511999413,0.943617737347729
52,0.001952699269168079,0.0025864336639642715,0.8863215930954282,0.9853854930657948,0.8431556903474076,0.9437070193441216
53,0.002074992284178734,0.00274502276442945,0.8865417185895295,0.9853868383042932,0.8439990562895019,0.943715167399052
54,0.0020897460635751486,0.0032265386544167995,0.8877512798888789,0.9853913385680155,0.8503786185253639,0.9436714451030797
55,0.002050460549071431,0.0031927148811519146,0.8868322982055475,0.9853893296850622,0.850686121918089,0.9435358674627715
56,0.0019531825091689825,0.004083992913365364,0.8884548537964445,0.9853908335933498,0.8441976800989861,0.9436458271430398
57,0.0021952041424810886,0.002825313014909625,0.8882218276972926,0.9853987379913757,0.8459303817051507,0.9436223390142753
58,0.001955344807356596,0.002904052147641778,0.8861752339780049,0.9853897798384172,0.8527266846960944,0.9435895663257639
59,0.0023655672557651997,0.003567755687981844,0.8891611493930177,0.9853974438924489,0.845008888484908,0.9437422177847495
60,0.0018910967046394944,0.0034104916267096996,0.886465136462408,0.9853876337548055,0.8505955258362659,0.9436139501407459
61,0.0015845346497371793,0.0025201132521033287,0.8865164580246443,0.9853941890054573,0.8422325987418805,0.9437840957477762
62,0.0023729398380964994,0.0024274566676467657,0.8875391821047669,0.9853940959391685,0.8415794740295731,0.9437047967195638
63,0.0020318995229899883,0.0032188594341278076,0.8861132021702578,0.9853900578965666,0.849318865840671,0.9433567117712006
64,0.0015590909169986844,0.0030886814929544926,0.8851840627488624,0.985389825487074,0.8589603704712186,0.9433751945511304
65,0.0028689925093203783,0.003897831542417407,0.8873826929424596,0.9853966171431858,0.8487621220860923,0.943706066992785
66,0.001682479865849018,0.0034214903134852648,0.8874345149620276,0.9853978476820534,0.8457112243637552,0.943639502009341
67,0.0018234567251056433,0.0024011472705751657,0.8884652906313925,0.9854024193527794,0.8536635257107541,0.9435341046824463
68,0.0018147844821214676,0.0035485844127833843,0.8880333090385567,0.9854008666638585,0.8513997601115691,0.943682326851041
69,0.002152977744117379,0.0024311996530741453,0.88881599574758,0.9854042250434204,0.8469961097089775,0.9436224583431918
70,0.00196948554366827,0.0037093728315085173,0.8885167180186452,0.9854053910301973,0.8470901390972544,0.9436252656213084
71,0.00232778606005013,0.004744538106024265,0.887599161927983,0.9853979884228583,0.8513483048548872,0.943665924489305
72,0.0017141944263130426,0.003100986359640956,0.8849781379557466,0.9853934081003312,0.8463621967102546,0.9436770892646353
73,0.001985194394364953,0.002960691461339593,0.8885772656935546,0.9853981948817199,0.8544976946437618,0.943665172503397
74,0.002068773377686739,0.0029940761160105467,0.886525358346444,0.9853731162054398,0.8434475053360732,0.9435924593716436
75,0.0023618252016603947,0.004289119970053434,0.8874807575366537,0.9853978733444487,0.855568520960293,0.9434974642664518
76,0.0021451986394822598,0.003256615251302719,0.8908742012153171,0.985396937877147,0.8461132340405078,0.9438064619341865
77,0.001876665628515184,0.0035545937716960907,0.8877831953656214,0.9853963761882211,0.8496239068770906,0.9436789303880366
78,0.0021021971479058266,0.00277899787761271,0.8871656780219559,0.9853976585082911,0.8528296210189003,0.9436422787944869
79,0.002207385376095772,0.0037825084291398525,0.8872483241774883,0.9854072565978459,0.850189453973627,0.9437048809147282
80,0.0018874236848205328,0.0041496166959404945,0.88687322838945,0.9853985978204646,0.848574023228666,0.9436489901733849
81,0.0021921219304203987,0.00412227027118206,0.8874780045309343,0.9854023588437414,0.8484133092784427,0.9436643487988081
82,0.0016879294998943806,0.004615597892552614,0.8882080043158322,0.9854018904068834,0.8494230704884126,0.9434982134025307
83,0.0018390570767223835,0.0030700918287038803,0.8910598158212151,0.9854070857308969,0.8458988361332406,0.9438269615844975
84,0.0017959190299734473,0.002186058321967721,0.8891485400762572,0.9854020038768746,0.8367373505107374,0.9436605173528549
85,0.0022478571627289057,0.0022148089483380318,0.8896809164542057,0.9854072056196242,0.8497416595055001,0.9437022166958593
86,0.0019252648344263434,0.003738292958587408,0.8899251371124283,0.9854050613630874,0.8447870082018084,0.9436112065974785
87,0.002103825332596898,0.0026997856330126524,0.889578182467653,0.9854074824777368,0.8501344465041782,0.9438042038947749
88,0.0018464430468156934,0.004117986653000116,0.8889983798484539,0.9854089575153856,0.8409599077239753,0.9435766366410951
89,0.00186105293687433,0.003114301012828946,0.8881938514899694,0.9854125093347701,0.8523045579478504,0.9435934633190356
90,0.0023212656378746033,0.003490737872198224,0.8876098538020106,0.9854082144637392,0.8498713604843486,0.9436303941743674
91,0.0019824840128421783,0.003115033032372594,0.8888041690453353,0.9854082677894221,0.8519721995717667,0.9434457713293456
92,0.0018776520155370235,0.002449246821925044,0.8858218081623126,0.9853983040442309,0.8425001890907243,0.9435442366341511
93,0.0020335603039711714,0.003911118023097515,0.8867406044371233,0.9853958871403252,0.8436378401055424,0.9435977612679763
94,0.0019254343351349235,0.0022009045351296663,0.8871859563099236,0.9854059682898128,0.8398566193794985,0.9436486918301034
95,0.002596068661659956,0.003313507419079542,0.8895026793782286,0.9854025164857726,0.838904195780152,0.9436460902436252
96,0.001964812632650137,0.0033227887470275164,0.8880023867366116,0.9854072218064742,0.8495821102566321,0.9435771723222854
97,0.002315737074241042,0.002747091930359602,0.8885976404501815,0.9853972057293028,0.8347143460011407,0.9437174741613811
98,0.0020842195954173803,0.0047949012368917465,0.8853889463980854,0.9853811412949559,0.8428444113366523,0.9437625649734824
99,0.0025005615316331387,0.003946342505514622,0.8868338644877812,0.985380850091196,0.8373988899271997,0.9433510155236454
100,0.002215230604633689,0.0031945561058819294,0.8855999332206318,0.9853049320125822,0.8528942496770893,0.9433443312194694
