,height,top,bottom,threshold
0,8.991596638655462,9.546218487394958,18.386554621848738,0.025
1,8.876623376623376,9.152597402597403,17.82792207792208,0.05
2,8.407624633431086,8.419354838709678,16.4633431085044,0.07500000000000001
3,7.867036011080333,7.8171745152354575,15.25207756232687,0.1
4,7.241935483870968,7.123655913978495,13.801075268817204,0.125
5,6.601063829787234,6.3962765957446805,12.428191489361701,0.15
6,5.907407407407407,5.764550264550264,11.116402116402117,0.175
7,5.342175066312997,5.190981432360743,9.933687002652519,0.19999999999999998
8,4.859416445623342,4.570291777188329,8.840848806366047,0.22499999999999998
9,4.337730870712401,4.050131926121372,7.712401055408971,0.24999999999999997
10,3.867724867724868,3.568783068783069,6.6534391534391535,0.27499999999999997
11,3.4523809523809526,3.134920634920635,5.7407407407407405,0.3
12,3.151193633952255,2.8143236074270557,4.946949602122016,0.325
13,2.9151193633952253,2.5358090185676394,4.320954907161804,0.35000000000000003
14,2.759259259259259,2.2751322751322753,3.791005291005291,0.37500000000000006
15,2.632275132275132,2.177248677248677,3.4814814814814814,0.4000000000000001
16,2.6666666666666665,2.2037037037037037,3.5,0.4250000000000001
17,2.746031746031746,2.259259259259259,3.7195767195767195,0.4500000000000001
18,3.0473684210526315,2.4026315789473682,4.265789473684211,0.47500000000000014
19,3.3026315789473686,2.6157894736842104,4.807894736842106,0.5000000000000001
20,3.484126984126984,2.894179894179894,5.484126984126984,0.5250000000000001
21,3.9153439153439153,3.3624338624338623,6.5,0.5500000000000002
22,4.281167108753316,3.806366047745358,7.450928381962865,0.5750000000000002
23,4.762032085561497,4.197860962566845,8.398395721925134,0.6000000000000002
24,5.241286863270777,4.656836461126005,9.404825737265416,0.6250000000000002
25,5.721179624664879,5.1474530831099194,10.445040214477212,0.6500000000000002
26,6.1521739130434785,5.692934782608695,11.4375,0.6750000000000003
27,6.6657534246575345,6.263013698630137,12.567123287671233,0.7000000000000003
28,7.128133704735376,6.715877437325905,13.520891364902507,0.7250000000000003
29,7.530898876404494,7.370786516853933,14.553370786516854,0.7500000000000003
30,7.904624277456647,7.841040462427745,15.439306358381502,0.7750000000000004
31,8.375739644970414,8.44378698224852,16.494082840236686,0.8000000000000004
32,8.923076923076923,9.006153846153847,17.553846153846155,0.8250000000000004
33,9.426229508196721,9.40327868852459,18.39016393442623,0.8500000000000004
34,9.792857142857143,9.92142857142857,19.22142857142857,0.8750000000000004
35,10.134146341463415,10.21951219512195,19.90650406504065,0.9000000000000005
36,10.033653846153847,10.745192307692308,20.26923076923077,0.9250000000000005
37,10.140350877192983,10.789473684210526,20.43859649122807,0.9500000000000005
38,10.162790697674419,10.968992248062015,20.573643410852714,0.9750000000000005
39,10.070707070707071,11.181818181818182,20.545454545454547,1.0000000000000004
