,height,top,bottom,threshold
0,2.9151193633952253,2.5358090185676394,4.320954907161804,0.3500000000000001
1,2.7665782493368702,2.419098143236074,3.981432360742706,0.3625000000000001
2,2.759259259259259,2.2751322751322753,3.791005291005291,0.3750000000000001
3,2.685185185185185,2.201058201058201,3.5899470899470898,0.3875000000000001
4,2.632275132275132,2.177248677248677,3.4814814814814814,0.40000000000000013
5,2.6587301587301586,2.142857142857143,3.4576719576719577,0.41250000000000014
6,2.6666666666666665,2.2037037037037037,3.5,0.42500000000000016
7,2.685185185185185,2.208994708994709,3.566137566137566,0.43750000000000017
8,2.746031746031746,2.259259259259259,3.7195767195767195,0.4500000000000002
9,2.8839050131926123,2.321899736147757,4.002638522427441,0.4625000000000002
