,height,top,bottom,threshold
0,2.632275132275132,2.177248677248677,3.4814814814814814,0.4
1,2.6507936507936507,2.177248677248677,3.494708994708995,0.403125
2,2.685185185185185,2.1666666666666665,3.497354497354497,0.40625
3,2.6560846560846563,2.1455026455026456,3.462962962962963,0.409375
4,2.6587301587301586,2.142857142857143,3.4576719576719577,0.4125
5,2.671957671957672,2.1613756613756614,3.4894179894179893,0.41562499999999997
6,2.685185185185185,2.1666666666666665,3.502645502645503,0.41874999999999996
7,2.6825396825396823,2.1746031746031744,3.486772486772487,0.42187499999999994
8,2.6666666666666665,2.2037037037037037,3.5,0.42499999999999993
9,2.677248677248677,2.2142857142857144,3.515873015873016,0.4281249999999999
10,2.6825396825396823,2.2063492063492065,3.5291005291005293,0.4312499999999999
