foldername,succesed,failed,Zero_Contamination_Badly_Measured,mae top,mse top,rmse top,median top,mae bottom,mse bottom,rmse bottom,median bottom,mae height,mse height,rmse height,median height
Uniq_Contamination_Only_Dataset,53,1,0,3.547169811320755,21.92452830188679,4.6823635379887785,3.0,3.660377358490566,29.62264150943396,5.442668601838069,3.0,5.509433962264151,49.62264150943396,7.044334000417212,5.0
Uniq_Dataset,72,1,19,3.547169811320755,21.92452830188679,4.6823635379887785,3.0,3.660377358490566,29.62264150943396,5.442668601838069,3.0,5.509433962264151,49.62264150943396,7.044334000417212,5.0
