Filename,PixelWidth
HVX257v_S_PLC_SPC_Full_Upload_02,1.12413e-09
HVX258v_S_PLC_SPC_Full_Upload_Clear_01,1.12413e-09
HVX259v_S_PLC_SPC_Full_Upload_Clear_01,1.12413e-09
HVX259v_S_PLC_SPC_Full_Upload_Clear_02,1.12413e-09
HVX259v_S_PLC_SPC_Upload_Clear_02,1.12413e-09
HVX259v_S_PLC_SPC_Upload_Clear_03,1.12413e-09
HVX261v_S_PLC_SPC_Full_Upload_01,1.12413e-09
HVX261v_S_PLC_SPC_Full_Upload_Clear_01,1.12413e-09
HVX262v_S_PLC_SPC_Upload_Clear_01,1.12413e-09
HVX263v_S_PLC_SPC_Full_Upload_01,1.12413e-09
HVX263v_S_PLC_SPC_Full_Upload_Clear_01,1.12413e-09
HVX263v_S_PLC_SPC_Upload_Clear_01,1.12413e-09
HVX263v_S_PLC_SPC_Upload_Clear_02,1.1242e-09
HVX263v_S_PLC_SPC_Upload_Clear_03,1.12413e-09
HVX264v_S_PLC_SPC_Upload_Clear_01,1.12413e-09
HVX265v_S_PLC_SPC_Full_Upload_Clear_01,8.99306e-10
HVX266v_S_PLC_SPC_Full_Upload_Clear_01,1.12413e-09
HVX266v_S_PLC_SPC_Upload_Clear_01,1.12413e-09
HVX267v_S_PLC_SPC_Full_Upload_Clear_01,
HVX267v_S_PLC_SPC_Upload_Clear_01,1.79861e-09
HVX268v_S_PLC_SPC_Full_Upload_Clear_01,1.12413e-09
HVX268v_S_PLC_SPC_Full_Upload_Clear_02,1.12413e-09
HVX268v_S_PLC_SPC_Upload_01,1.12413e-09
HVX268v_S_PLC_SPC_Upload_Clear_01,1.12413e-09
HVX269_S_PLC_SPC_Full_Upload_01,1.12413e-09
HVX269_S_PLC_SPC_Full_Upload_Clear_01,1.12413e-09
HVX269_S_PLC_SPC_Upload_Clear_01,1.12413e-09
HVX269_S_PLC_SPC_Upload_Clear_02,1.12413e-09
HVX269_S_PLC_SPC_Upload_Clear_03,1.12413e-09
HVX271_S_PLC_SPC_Upload_01,1.12413e-09
HVX271_S_PLC_SPC_Upload_Clear_01,1.12413e-09
HVX272_S_PLC_SPC_Full_Upload_01,1.12413e-09
HVX272_S_PLC_SPC_Full_Upload_02,1.12413e-09
HVX272_S_PLC_SPC_Full_Upload_Clear_01,1.12413e-09
HVX272_S_PLC_SPC_Full_Upload_Clear_02,1.12413e-09
HVX272_S_PLC_SPC_Upload_01,1.12413e-09
HVX272_S_PLC_SPC_Upload_02,1.12413e-09
HVX272_S_PLC_SPC_Upload_Clear_01,1.12413e-09
HVX272_S_PLC_SPC_Upload_Clear_02,1.12413e-09
HVX273_S_PLC_SPC_Full_Upload_Clear_01,1.12413e-09
HVX273_S_PLC_SPC_Upload_Clear_01,2.24826e-09
HVX273_S_PLC_SPC_Upload_Clear_02,
HVX273_S_PLC_SPC_Upload_Clear_03,1.12413e-09
HVX273_S_PLC_SPC_Upload_Clear_04,1.12413e-09
HVX274_S_PLC_SPC_Full_Upload_Clear_01,1.12413e-09
HVX274_S_PLC_SPC_Full_Upload_Clear_02,
HVX274_S_PLC_SPC_Upload_01,1.12413e-09
HVX274_S_PLC_SPC_Upload_Clear_01,1.12413e-09
HVX274_S_PLC_SPC_Upload_Clear_02,
HVX275_S_PLC_SPC_Full_Upload_Clear_01,1.12413e-09
HVX275_S_PLC_SPC_Full_Upload_Clear_02,1.12413e-09
HVX275_S_PLC_SPC_Full_Upload_Clear_03,1.12413e-09
HVX275_S_PLC_SPC_Upload_Clear_01,1.12413e-09
HVX275_S_PLC_SPC_Upload_Clear_02,1.12413e-09
HVX276_S_PLC_SPC_Full_Upload_Clear_01,2.24826e-09
HVX276_S_PLC_SPC_Full_Upload_Clear_02,1.12413e-09
HVX276_S_PLC_SPC_Full_Upload_Clear_03,1.12413e-09
HVX276_S_PLC_SPC_Upload_Clear_01,1.12413e-09
HVX276_S_PLC_SPC_Upload_Clear_02,1.12413e-09
HVX276_S_PLC_SPC_Upload_Clear_03,1.12413e-09
HVX276_S_PLC_SPC_Upload_Clear_04,1.12413e-09
HVX277_S_PLC_SPC_Full_Upload_Clear_01,1.12413e-09
HVX277_S_PLC_SPC_Upload_Clear_01,1.79861e-09
HVX278_S_PLC_SPC_Full_Upload_01,8.99306e-10
HVX278_S_PLC_SPC_Full_Upload_Clear_01,8.99306e-10
HVX278_S_PLC_SPC_Upload_Clear_01,1.79861e-09
HVX279_S_PLC_SPC_Full_Upload_01,1.12413e-09
HVX279_S_PLC_SPC_Full_Upload_Clear_01,1.12413e-09
HVX279_S_PLC_SPC_Full_Upload_Clear_02,1.12413e-09
HVX279_S_PLC_SPC_Upload_01,1.12413e-09
HVX279_S_PLC_SPC_Upload_02,1.12413e-09
HVX279_S_PLC_SPC_Upload_Clear_01,1.12413e-09
HVX279_S_PLC_SPC_Upload_Clear_02,1.12413e-09
HVX280_S_PLC_SPC_Full_Upload_Clear_01,
HVX280_S_PLC_SPC_Upload_Clear_01,1.12413e-09
HVX280_S_PLC_SPC_Upload_Clear_02,1.12413e-09
HVX281_S_PLC_SPC_Full_Upload_Clear_01,1.12413e-09
HVX281_S_PLC_SPC_Upload_Clear_01,1.12413e-09
HVX281_S_PLC_SPC_Upload_Clear_02,1.12413e-09
HVX282_S_PLC_SPC_Full_Upload_Clear_01,1.12413e-09
HVX282_S_PLC_SPC_Full_Upload_Clear_02,1.12413e-09
HVX282_S_PLC_SPC_Upload_Clear_01,1.12413e-09
HVX282_S_PLC_SPC_Upload_Clear_02,1.6862e-09
HVX283_S_PLC_SPC_Full_Upload_01,6.98511e-10
HVX283_S_PLC_SPC_Full_Upload_Clear_01,6.98511e-10
HVX283_S_PLC_SPC_Upload_01,1.42112e-09
HVX283_S_PLC_SPC_Upload_Clear_01,1.42112e-09
HVX284_S_PLC_SPC_Full_Upload_Clear_01,1.12413e-09
HVX284_S_PLC_SPC_Upload_Clear_01,1.12413e-09
HVX285_S_PLC_SPC_Full_Upload_Clear_01,1.6862e-09
HVX285_S_PLC_SPC_Upload_01,1.12413e-09
HVX285_S_PLC_SPC_Upload_Clear_01,1.12413e-09
HVX286_S_PLC_SPC_Full_Upload_Clear_01,
HVX286_S_PLC_SPC_Full_Upload_Clear_02,1.12413e-09
HVX286_S_PLC_SPC_Upload_Clear_01,1.12413e-09
HVX287_S_PLC_SPC_Full_Upload_Clear_01,1.6862e-09
HVX287_S_PLC_SPC_Upload_Clear_01,8.99306e-10
HVX288_S_PLC_SPC_Full_Upload_Clear_01,1.12413e-09
HVX288_S_PLC_SPC_Full_Upload_Clear_02,1.12413e-09
HVX288_S_PLC_SPC_Upload_Clear_01,1.12702e-09
HVX288_S_PLC_SPC_Upload_Clear_02,1.12413e-09
HVX289_S_PLC_SPC_Full_Upload_Clear_01,1.12413e-09
HVX289_S_PLC_SPC_Full_Upload_Clear_02,1.12413e-09
HVX289_S_PLC_SPC_Upload_01,1.12413e-09
HVX289_S_PLC_SPC_Upload_Clear_01,1.12413e-09
HVX294_S_PLC_SPC_Upload_Clear_01,1.12413e-09
HVX294_S_PLC_SPC_Upload_Clear_02,1.12413e-09
HVX33_S_PLC_SPC_Full_Upload_01,1.12413e-009
HVX33_S_PLC_SPC_Full_Upload_02,1.12413e-009
HVX33_S_PLC_SPC_Upload_03,1.12413e-009
HVX36_S_PLC_SPC_Full_Upload_01,1.12413e-009
HVX36_S_PLC_SPC_Upload_03,5.62066e-010
HVX42_S_PLC_SPC_Full_Upload_03,1.12413e-009
HVX91_S_PLC_SPC_Full_Upload_01,1.12413e-009
HVX91_S_PLC_SPC_Full_Upload_02,1.12413e-009
HVX91_S_PLC_SPC_Upload_04,1.12413e-009
HVX92_S_PLC_SPC_Full_Upload_01,1.41289e-009
HVX92_S_PLC_SPC_Upload_01,1.10448e-009
HVX92_S_PLC_SPC_Upload_02,1.50597e-009
HVX99_S_PLC_SPC_Full_Upload_01,1.12413e-009
HVX99_S_PLC_SPC_Full_Upload_02,1.12413e-009
HVX99_S_PLC_SPC_Upload_01,1.12413e-009
HVX99_S_PLC_SPC_Upload_02,1.12413e-009
H6EX54_S_PLC_SPC_Full_Upload_Clear_02,1.12413e-09
HCX336v_S_PLC_SPC_Full_Upload_Clear_01,1.12413e-09
HCX350_S_PLC_SPC_Upload_Clear_01,5.62066e-10
HCX358_S_PLC_SPC_Full_Upload_Clear_01,1.12413e-09
HCX358_S_PLC_SPC_Upload_Clear_01,1.12413e-09
HCX358_S_PLC_SPC_Upload_Clear_02,1.12413e-09
HCX358_S_PLC_SPC_Upload_Clear_03,1.12413e-09
HCX359_S_PLC_SPC_Full_Upload_Clear_01,1.12413e-09
HCX359_S_PLC_SPC_Upload_Clear_01,1.12413e-09
HCX359_S_PLC_SPC_Upload_Clear_02,1.12413e-09
HCX360_S_PLC_SPC_Full_Upload_Clear_01,1.12413e-09
HCX360_S_PLC_SPC_Upload_Clear_01,1.12413e-09
HCX364_S_PLC_SPC_Full_Upload_Clear_01,1.12413e-09
HCX364_S_PLC_SPC_Upload_Clear_01,1.12413e-09
HCX364_S_PLC_SPC_Upload_Clear_02,1.12413e-09
HCX364_S_PLC_SPC_Upload_Clear_03,1.12413e-09
HCX367_S_PLC_SPC_Full_Upload_Clear_01,1.12413e-09
HCX367_S_PLC_SPC_Upload_Clear_01,5.63164e-10
HCX367_S_PLC_SPC_Upload_Clear_02,1.12413e-09
HCX368_S_PLC_SPC_Full_Upload_Clear_01,1.12413e-09
HCX368_S_PLC_SPC_Full_Upload_Clear_02,1.12413e-09
HCX368_S_PLC_SPC_Upload_Clear_01,1.12413e-09
HCX368_S_PLC_SPC_Upload_Clear_02,1.12413e-09
HCX371_S_PLC_SPC_Full_Upload_Clear_01,1.12413e-09
HCX371_S_PLC_SPC_Full_Upload_Clear_02,1.12413e-09
HCX371_S_PLC_SPC_Upload_Clear_01,1.12413e-09
HCX371_S_PLC_SPC_Upload_Clear_02,1.12413e-09
HEX454v_S_PLC_SPC_Full_Upload_Clear_02,1.12413e-09
HEX466v_S_PLC_SPC_Upload_Clear_01,1.12413e-09
HEX467_S_PLC_SPC_Upload_Clear_02,1.12413e-09
HEX467_S_PLC_SPC_Upload_Clear_03,1.12413e-09
HEX475_S_PLC_SPC_Full_Upload_Clear_01,1.12413e-09
HEX475_S_PLC_SPC_Full_Upload_Clear_02,1.12413e-09
HEX475_S_PLC_SPC_Upload_Clear_01,1.12413e-09
HEX475_S_PLC_SPC_Upload_Clear_02,1.12413e-09
HEX476_S_PLC_SPC_Full_Upload_Clear_01,1.12413e-09
HEX476_S_PLC_SPC_Upload_Clear_01,1.12413e-09
HEX476_S_PLC_SPC_Upload_Clear_02,1.12413e-09
HEX478_S_PLC_SPC_Full_Upload_Clear_01,
HEX478_S_PLC_SPC_Upload_Clear_01,1.12413e-09
HEX479_S_PLC_SPC_Full_Upload_Clear_01,1.12413e-09
HEX479_S_PLC_SPC_Full_Upload_Clear_02,1.12413e-09
HEX479_S_PLC_SPC_Upload_Clear_01,1.12413e-09
HEX479_S_PLC_SPC_Upload_Clear_02,1.12413e-09
HEX481_S_PLC_SPC_Full_Upload_Clear_01,1.12413e-09
HEX481_S_PLC_SPC_Upload_Clear_01,1.12413e-09
HEX485_S_PLC_SPC_Full_Upload_Clear_01,1.12413e-09
HEX485_S_PLC_SPC_Upload_Clear_01,1.12413e-09
HEX496_S_PLC_SPC_Full_Upload_Clear_01,1.12413e-09
HEX496_S_PLC_SPC_Upload_Clear_01,1.12413e-09
HEX502_S_PLC_SPC_Full_Upload_Clear_01,1.12413e-09
HEX502_S_PLC_SPC_Full_Upload_Clear_02,
HEX502_S_PLC_SPC_Upload_Clear_01,1.12413e-09
HEX502_S_PLC_SPC_Upload_Clear_02,1.12413e-09
HEX505_S_PLC_SPC_Full_Upload_Clear_01,1.12413e-09
HEX505_S_PLC_SPC_Full_Upload_Clear_02,1.12413e-09
HEX505_S_PLC_SPC_Full_Upload_Clear_03,1.12413e-09
HEX505_S_PLC_SPC_Upload_Clear_01,1.12413e-09
HEX506_S_PLC_SPC_Full_Upload_Clear_01,1.12413e-09
HEX506_S_PLC_SPC_Full_Upload_Clear_02,1.12413e-09
HEX506_S_PLC_SPC_Full_Upload_Clear_03,
HEX506_S_PLC_SPC_Upload_Clear_01,1.12413e-09
HEX507_S_PLC_SPC_Full_Upload_Clear_01,1.12413e-09
HEX507_S_PLC_SPC_Upload_Clear_01,1.12413e-09
HPX41v_S_PLC_SPC_Full_Upload_Clear_01,
HPX43_S_PLC_SPC_Full_Upload_Clear_01,1.12413e-09
HPX44_S_PLC_SPC_Full_Upload_Clear_01,1.12413e-09
HPX44_S_PLC_SPC_Upload_Clear_01,
HPX45_S_PLC_SPC_Full_Upload_Clear_01,1.12413e-09
HPX45_S_PLC_SPC_Upload_Clear_01,1.12413e-09
HPX45_S_PLC_SPC_Upload_Clear_02,1.12413e-09
HUX184v_S_PLC_SPC_Upload_Clear_01,1.12413e-09
HUX184v_S_PLC_SPC_Upload_Clear_02,1.12413e-09
HUX204_S_PLC_SPC_Full_Upload_Clear_01,1.12413e-09
HUX204_S_PLC_SPC_Upload_Clear_01,1.12413e-09
HUX204_S_PLC_SPC_Upload_Clear_02,1.12413e-09
HUX205_S_PLC_SPC_Full_Upload_Clear_01,1.12413e-09
HUX206_S_PLC_SPC_Full_Upload_Clear_01,1.12413e-09
HUX206_S_PLC_SPC_Upload_Clear_01,1.12413e-09
HUX208_S_PLC_SPC_Full_Upload_Clear_01,1.12413e-09
HUX208_S_PLC_SPC_Upload_Clear_01,2.24826e-09
HUX209_S_PLC_SPC_Full_Upload_Clear_01,1.12413e-09
HUX209_S_PLC_SPC_Full_Upload_Clear_02,1.12413e-09
HUX209_S_PLC_SPC_Upload_Clear_01,1.12413e-09
HUX210_S_PLC_SPC_Full_Upload_Clear_01,1.12413e-09
HUX210_S_PLC_SPC_Full_Upload_Clear_02,1.12413e-09
HUX210_S_PLC_SPC_Upload_Clear_01,1.12413e-09
HUX210_S_PLC_SPC_Upload_Clear_02,1.12413e-09
HUX211_S_PLC_SPC_Full_Upload_Clear_01,1.12413e-09
HUX211_S_PLC_SPC_Upload_Clear_01,1.12413e-09
HUX212_S_PLC_SPC_Full_Upload_Clear_01,2.24826e-09
HUX212_S_PLC_SPC_Full_Upload_Clear_02,2.24826e-09
HUX212_S_PLC_SPC_Upload_Clear_01,2.24826e-09
HUX212_S_PLC_SPC_Upload_Clear_02,2.24826e-09
HUX213_S_PLC_SPC_Full_Upload_Clear_01,
HUX213_S_PLC_SPC_Full_Upload_Clear_02,1.12413e-09
HUX213_S_PLC_SPC_Upload_Clear_01,1.12413e-09
HUX213_S_PLC_SPC_Upload_Clear_02,1.12413e-09
HUX215_S_PLC_SPC_Full_Upload_Clear_01,1.07917e-09
HUX215_S_PLC_SPC_Full_Upload_Clear_02,1.07917e-09
HUX215_S_PLC_SPC_Upload_Clear_01,1.12413e-09
HUX215_S_PLC_SPC_Upload_Clear_02,1.12413e-09
HVX255v_S_PLC_SPC_Full_Upload_Clear_01,1.12413e-09
HVX259v_S_PLC_SPC_Upload_Clear_02,1.12413e-09
HVX259v_S_PLC_SPC_Upload_Clear_03,1.12413e-09
HVX270_S_PLC_SPC_Full_Upload_Clear_01,1.12413e-09
HVX270_S_PLC_SPC_Full_Upload_Clear_02,
HVX270_S_PLC_SPC_Upload_Clear_01,1.12413e-09
HVX276_S_PLC_SPC_Upload_Clear_01,1.12413e-09
HVX279_S_PLC_SPC_Full_Upload_Clear_01,1.12413e-09
