,height,top,bottom,threshold
0,3.423076923076923,2.5934065934065935,4.3791208791208796,0.43750000000000017
1,3.42032967032967,2.5054945054945055,4.271978021978022,0.44375000000000014
2,3.473972602739726,2.473972602739726,4.375342465753425,0.4500000000000001
3,3.4395604395604398,2.491758241758242,4.3598901098901095,0.4562500000000001
4,3.4725274725274726,2.467032967032967,4.324175824175824,0.4625000000000001
5,3.465564738292011,2.465564738292011,4.333333333333333,0.46875000000000006
6,3.5261707988980717,2.465564738292011,4.3884297520661155,0.47500000000000003
7,3.541436464088398,2.483425414364641,4.433701657458563,0.48125
8,3.56353591160221,2.516574585635359,4.5,0.4875
9,3.5662983425414363,2.5248618784530388,4.582872928176796,0.49374999999999997
10,3.6049723756906076,2.5,4.685082872928176,0.49999999999999994
