,height,top,bottom,threshold
0,3.3923705722070845,2.956403269754768,4.833787465940055,0.3750000000000001
1,3.3814713896457764,2.869209809264305,4.730245231607629,0.3875000000000001
2,3.378082191780822,2.736986301369863,4.46027397260274,0.40000000000000013
3,3.3835616438356166,2.663013698630137,4.375342465753425,0.41250000000000014
4,3.348901098901099,2.57967032967033,4.258241758241758,0.42500000000000016
5,3.423076923076923,2.5934065934065935,4.3791208791208796,0.43750000000000017
6,3.473972602739726,2.473972602739726,4.375342465753425,0.4500000000000002
7,3.4725274725274726,2.467032967032967,4.324175824175824,0.4625000000000002
8,3.5261707988980717,2.465564738292011,4.3884297520661155,0.4750000000000002
9,3.56353591160221,2.516574585635359,4.5,0.4875000000000002
