,height,top,bottom,threshold
0,3.423076923076923,2.5851648351648353,4.3598901098901095,0.43125000000000013
1,3.4285714285714284,2.6043956043956045,4.368131868131868,0.4343750000000001
2,3.423076923076923,2.5934065934065935,4.3791208791208796,0.4375000000000001
3,3.4368131868131866,2.576923076923077,4.354395604395604,0.4406250000000001
4,3.42032967032967,2.5054945054945055,4.271978021978022,0.4437500000000001
5,3.4438356164383563,2.473972602739726,4.317808219178082,0.4468750000000001
6,3.473972602739726,2.473972602739726,4.375342465753425,0.45000000000000007
7,3.423076923076923,2.4835164835164836,4.335164835164835,0.45312500000000006
8,3.4395604395604398,2.491758241758242,4.3598901098901095,0.45625000000000004
9,3.4532967032967035,2.480769230769231,4.368131868131868,0.45937500000000003
10,3.4725274725274726,2.467032967032967,4.324175824175824,0.4625
